学号,课程名,成绩
201040703063,MFC程序设计基础,76
201040703063,Java软件开发,91
201040703063,数据挖掘技术,70
201040703063,软件项目管理,86
201040703063,计算机科学导论,94
201040703063,设计模式,91
201040703063,Web开发基础,88
201040703063,计算机网络原理,88
201040703063,人工智能及应用,85
201040703063,数理逻辑,91
201040703063,计算机专业英语,94
201040703063,大学英语IA,81
201040703063,大学英语IB,78
201040703063,大学英语IC,84
201040703063,大学英语ID,79
201040703063,汽车及使用,89
201040703063,微积分中的数学文化,75
201040703063,网页设计,90
201040703063,ASP动态网页程序设计,91
201040703063,影视动画设计,95
201040703063,图像处理与分析导论,88
201040703063,计算机操作系统原理,95
201040703063,计算机组成与结构,92
201040703063,计算机网络原理,90
201040703063,数据结构,90
201040703064,毛泽东思想和中国特色社会主义理论体系概论,79
201040703064,毛泽东思想和中国特色社会主义理论体系概论,85
201040703064,思想道德修养与法律基础,84
201040703064,中国近现代史纲要,87
201040703064,马克思主义基本原理,76
201040703064,形势与政策,78
201040703064,健美操BⅠ（女）,79
201040703064,健美操BⅡ（女）,80
201040703064,乒乓球AⅠ（女）,87
201040703064,乒乓球AⅡ（女）,80
201040703064,高等数学ⅠA,86
201040703064,高等数学ⅠB,77
201040703064,工程数学I,85
201040703064,工程数学Ⅱ,84
201040703064,普通物理IA,62
201040703064,普通物理IB,69
201040703064,普通物理实验IIA,86
201040703064,普通物理实验IIB,89
201040703064,电工电子技术Ⅱ,81
201040703064,毕业论文,82
201040703064,汇编语言程序设计,78
201040703064,数字逻辑,89
201040703064,计算机组成与结构,88
201040703064,数据结构,82
201040703064,数据库原理,89
201040703064,计算机操作系统原理,90
201040703064,编译原理,77
201040703064,软件工程,92
201040703064,数据库系统设计,85
201040703064,面向对象程序设计方法,83
201040703064,算法设计与分析,85
201040703064,离散数学Ⅱ,84
201040703064,高级程序设计语言,90
201040703064,数据结构课程设计,84
201040703064,软件设计方法,86
201040703064,MFC程序设计基础,80
201040703064,Java软件开发,87
201040703064,数据挖掘技术,86
201040703064,软件项目管理,79
201040703064,计算机科学导论,92
201040703064,设计模式,80
201040703064,Web开发基础,84
201040703064,计算机网络原理,90
201040703064,人工智能及应用,90
201040703064,数理逻辑,93
201040703064,计算机专业英语,92
201040703064,大学英语IA,79
201040703064,大学英语IB,68
201040703064,大学英语IC,72
201040703064,大学英语ID,74
201040703064,文学作品赏析与写作,89
201040703064,Linux环境程序设计,87
201040703064,国学背诵,98
201040703064,海洋药用资源,87
201040703064,大学生就业指导与职业生涯规划,85
201040703066,毛泽东思想和中国特色社会主义理论体系概论,84
201040703066,毛泽东思想和中国特色社会主义理论体系概论,90
201040703066,思想道德修养与法律基础,87
201040703066,中国近现代史纲要,82
201040703066,马克思主义基本原理,82
201040703066,形势与政策,78
201040703066,健美操BⅠ（女）,87
201040703066,健美操BⅡ（女）,97
201040703066,乒乓球AⅠ（女）,86
201040703066,乒乓球AⅡ（女）,80
201040703066,高等数学ⅠA,86
201040703066,高等数学ⅠB,60
201040703066,工程数学I,64
201040703066,工程数学Ⅱ,84
201040703066,普通物理IA,49
201040703066,普通物理IA,60
201040703066,普通物理IB,81
201040703066,普通物理实验IIA,88
201040703066,普通物理实验IIB,89
201040703066,电工电子技术Ⅱ,90
201040703066,毕业论文,85
201040703066,汇编语言程序设计,93
201040703066,数字逻辑,88
201040703066,计算机组成与结构,88
201040703066,数据结构,90
201040703066,数据库原理,86
201040703066,计算机操作系统原理,92
201040703066,编译原理,89
201040703066,软件工程,84
201040703066,数据库系统设计,76
201040703066,面向对象程序设计方法,81
201040703066,算法设计与分析,93
201040703066,大数据技术,85
201040703066,大数据技术,0
201040703066,离散数学Ⅱ,100
201040703066,高级程序设计语言,69
201040703066,数据结构课程设计,84
201040703066,软件设计方法,88
201040703066,MFC程序设计基础,76
201040703066,Java软件开发,79
201040703066,数据挖掘技术,88
201040703066,软件项目管理,81
201040703066,计算机科学导论,87
201040703066,设计模式,75
201040703066,Web开发基础,83
201040703066,计算机网络原理,95
201040703066,人工智能及应用,95
201040703066,数理逻辑,82
201040703066,计算机专业英语,97
201040703066,大学英语IA,72
201040703066,大学英语IB,66
201040703066,大学英语IC,75
201040703066,大学英语ID,73
201040703066,纺织品服装消费心理学,79
201040703066,c语言程序设计,73
201040703066,材料世界漫谈,95
201040703066,海洋资源及其利用,88
201040703066,职业生涯设计,90
201040703066,计算机操作系统原理,90
201040703066,计算机组成与结构,85
201040703066,计算机网络原理,85
201040703066,数据结构,78
200840703005,毛泽东思想和中国特色社会主义理论体系概论,60
200840703005,毛泽东思想和中国特色社会主义理论体系概论,25
200840703005,毛泽东思想和中国特色社会主义理论体系概论,60
200840703005,思想道德修养与法律基础,60
200840703005,思想道德修养与法律基础,24
200840703005,中国近现代史纲要,49
200840703005,中国近现代史纲要,60
200840703005,马克思主义基本原理,60
200840703005,马克思主义基本原理,51
200840703005,形势与政策,84
200840703005,排球AⅠ（男）,72
200840703005,排球AⅡ（男）,65
200840703005,田径、定向越野BⅠ（男）,77
200840703005,田径、定向越野BⅡ（男）,90
200840703005,高等数学ⅠA,67
200840703005,高等数学ⅠB,16
200840703005,高等数学ⅠB,22
200840703005,高等数学ⅠB,60
200840703005,高等数学ⅠB,18
200840703005,工程数学I,25
200840703005,工程数学I,19
200840703005,工程数学I,60
200840703005,工程数学I,12
200840703005,工程数学I,30
200840703005,工程数学Ⅱ,60
200840703005,工程数学Ⅱ,15
200840703005,普通物理IA,15
200840703005,普通物理IA,60
200840703005,普通物理IA,27
200840703005,普通物理IA,36
200840703005,普通物理IA,41
200840703005,普通物理IB,60
200840703005,普通物理IB,35
200840703005,普通物理实验IIA,83
200840703005,普通物理实验IIB,75
200840703005,普通物理实验IIB,85
200840703005,电工电子技术Ⅱ,60
200840703005,电工电子技术Ⅱ,22
200840703005,电工电子技术Ⅱ,52
200840703005,电工电子技术Ⅱ,11
200840703005,电工电子技术Ⅱ,12
200840703005,毕业论文,88
200840703005,汇编语言程序设计,60
200840703005,汇编语言程序设计,14
200840703005,数字逻辑,60
200840703005,数字逻辑,21
200840703005,计算机组成与结构,60
200840703005,数据结构,75
200840703005,数据库原理,66
200840703005,计算机操作系统原理,60
200840703005,编译原理,66
200840703005,软件工程,60
200840703005,软件工程,23
200840703005,数据库系统设计,60
200840703005,面向对象程序设计方法,8
200840703005,面向对象程序设计方法,76
200840703005,算法设计与分析,60
200840703005,离散数学Ⅱ,60
200840703005,高级程序设计语言,78
200840703005,数据结构课程设计,82
200840703005,软件设计方法,76
200840703005,MFC程序设计基础,64
200840703005,Java软件开发,65
200840703005,数据挖掘技术,78
200840703005,软件项目管理,75
200840703005,计算机科学导论,81
200840703005,设计模式,65
200840703005,Web开发基础,74
200840703005,计算机网络原理,60
200840703005,计算机网络原理,7
200840703005,人工智能及应用,80
200840703005,数理逻辑,84
200840703005,计算机专业英语,60
200840703005,大学英语IA,70
200840703005,大学英语IB,53
200840703005,大学英语IB,60
200840703005,大学英语IC,37
200840703005,大学英语IC,60
200840703005,大学英语ID,42
200840703005,大学英语ID,60
200840703005,桥牌与逻辑思维,72
200840703005,游戏设计与策划,4
200840703005,逻辑学,0
200840703005,文学作品赏析与写作,88
200840703005,生化危机,78
200840703005,数据库技术,80
200840703005,电脑绘画基础,72
201040703001,毛泽东思想和中国特色社会主义理论体系概论,86
201040703001,毛泽东思想和中国特色社会主义理论体系概论,68
201040703001,思想道德修养与法律基础,83
201040703001,中国近现代史纲要,86
201040703001,马克思主义基本原理,73
201040703001,形势与政策,84
201040703001,排球AⅠ（女）,83
201040703001,排球AⅡ（女）,77
201040703001,网球BⅠ（女）,92
201040703001,网球BⅡ（女）,76
201040703001,高等数学ⅠA,63
201040703001,高等数学ⅠB,77
201040703001,工程数学I,72
201040703001,工程数学Ⅱ,78
201040703001,普通物理IA,66
201040703001,普通物理IB,72
201040703001,普通物理实验IIA,92
201040703001,普通物理实验IIB,89
201040703001,电工电子技术Ⅱ,81
201040703001,毕业论文,80
201040703001,汇编语言程序设计,87
201040703001,数字逻辑,62
201040703001,计算机组成与结构,91
201040703001,数据结构,69
201040703001,数据库原理,85
201040703001,计算机操作系统原理,84
201040703001,编译原理,60
201040703001,软件工程,75
201040703001,数据库系统设计,72
201040703001,面向对象程序设计方法,75
201040703001,算法设计与分析,89
201040703001,离散数学Ⅱ,79
201040703001,高级程序设计语言,84
201040703001,数据结构课程设计,63
201040703001,软件设计方法,85
201040703001,MFC程序设计基础,76
201040703001,Java软件开发,95
201040703001,数据挖掘技术,78
201040703001,软件项目管理,81
201040703001,计算机科学导论,88
201040703001,设计模式,80
201040703001,Web开发基础,82
201040703001,计算机网络原理,94
201040703001,人工智能及应用,83
201040703001,数理逻辑,68
201040703001,计算机专业英语,95
201040703001,大学英语IA,76
201040703001,大学英语IB,73
201040703001,大学英语IC,66
201040703001,大学英语ID,73
201040703001,影视动画设计,81
201040703001,数码照片拍摄及后期处理,70
201040703001,电子商务基础,82
201040703001,Linux环境程序设计,0
201040703001,汽车及使用,86
201040703001,诗词背诵,78
201040703002,毛泽东思想和中国特色社会主义理论体系概论,94
201040703002,毛泽东思想和中国特色社会主义理论体系概论,65
201040703002,思想道德修养与法律基础,77
201040703002,中国近现代史纲要,86
201040703002,马克思主义基本原理,76
201040703002,形势与政策,88
201040703002,网球BⅠ（男）,84
201040703002,网球BⅡ（男）,88
201040703002,武术散打AⅠ（男）,84
201040703002,武术散打AⅡ（男）,85
201040703002,高等数学ⅠA,86
201040703002,高等数学ⅠB,69
201040703002,工程数学I,79
201040703002,工程数学Ⅱ,84
201040703002,普通物理IA,63
201040703002,普通物理IB,73
201040703002,普通物理实验IIA,91
201040703002,普通物理实验IIB,91
201040703002,电工电子技术Ⅱ,83
201040703002,毕业论文,84
201040703002,汇编语言程序设计,83
201040703002,数字逻辑,91
201040703002,计算机组成与结构,83
201040703002,数据结构,86
201040703002,数据库原理,89
201040703002,计算机操作系统原理,75
201040703002,编译原理,80
201040703002,软件工程,70
201040703002,数据库系统设计,91
201040703002,面向对象程序设计方法,89
201040703002,算法设计与分析,84
201040703002,离散数学Ⅱ,83
201040703002,高级程序设计语言,90
201040703002,数据结构课程设计,83
201040703002,软件设计方法,74
201040703002,MFC程序设计基础,72
201040703002,Java软件开发,88
201040703002,数据挖掘技术,86
201040703002,软件项目管理,85
201040703002,计算机科学导论,89
201040703002,设计模式,81
201040703002,Web开发基础,87
201040703002,计算机网络原理,85
201040703002,人工智能及应用,94
201040703002,数理逻辑,84
201040703002,计算机专业英语,82
201040703002,大学英语IA,68
201040703002,大学英语IB,60
201040703002,大学英语IC,60
201040703002,大学英语ID,65
201040703002,文学作品赏析与写作,90
201040703002,手机软件开发,95
201040703002,人体生理学,90
201040703002,感染性疾病及其预防,87
201040703002,桥牌与逻辑思维,83
201040703004,毛泽东思想和中国特色社会主义理论体系概论,94
201040703004,毛泽东思想和中国特色社会主义理论体系概论,89
201040703004,思想道德修养与法律基础,85
201040703004,中国近现代史纲要,82
201040703004,马克思主义基本原理,87
201040703004,形势与政策,84
201040703004,网球BⅠ（女）,94
201040703004,网球BⅡ（女）,78
201040703004,乒乓球AⅠ（女）,92
201040703004,乒乓球AⅡ（女）,92
201040703004,高等数学ⅠA,84
201040703004,高等数学ⅠB,91
201040703004,工程数学I,88
201040703004,工程数学Ⅱ,94
201040703004,普通物理IA,86
201040703004,普通物理IB,82
201040703004,普通物理实验IIA,89
201040703004,普通物理实验IIB,89
201040703004,电工电子技术Ⅱ,97
201040703004,毕业论文,87
201040703004,汇编语言程序设计,91
201040703004,数字逻辑,95
201040703004,计算机组成与结构,91
201040703004,数据结构,92
201040703004,数据库原理,92
201040703004,计算机操作系统原理,90
201040703004,编译原理,93
201040703004,软件工程,91
201040703004,数据库系统设计,91
201040703004,面向对象程序设计方法,92
201040703004,算法设计与分析,90
201040703004,离散数学Ⅱ,88
201040703004,高级程序设计语言,90
201040703004,数据结构课程设计,87
201040703004,软件设计方法,93
201040703004,MFC程序设计基础,79
201040703004,Java软件开发,90
201040703004,数据挖掘技术,86
201040703004,软件项目管理,82
201040703004,计算机科学导论,88
201040703004,设计模式,84
201040703004,Web开发基础,90
201040703004,计算机网络原理,98
201040703004,人工智能及应用,95
201040703004,数理逻辑,88
201040703004,计算机专业英语,94
201040703004,大学英语IA,82
201040703004,大学英语IB,85
201040703004,大学英语IC,94
201040703004,大学英语ID,86
201040703004,国际经典影视广告赏析,84
201040703004,电子商务基础,98
201040703004,心理健康与指导,97
201040703004,证券投资研究,81
201040703004,管理心理学,78
201040703004,创意策划(上）,90
201040703005,毛泽东思想和中国特色社会主义理论体系概论,81
201040703005,毛泽东思想和中国特色社会主义理论体系概论,85
201040703005,思想道德修养与法律基础,87
201040703005,中国近现代史纲要,82
201040703005,马克思主义基本原理,68
201040703005,形势与政策,91
201040703005,排球AⅠ（女）,85
201040703005,排球AⅡ（女）,78
201040703005,网球BⅠ（女）,96
201040703005,网球BⅡ（女）,76
201040703005,高等数学ⅠA,79
201040703005,高等数学ⅠB,84
201040703005,工程数学I,85
201040703005,工程数学Ⅱ,82
201040703005,普通物理IA,77
201040703005,普通物理IB,82
201040703005,普通物理实验IIA,89
201040703005,普通物理实验IIB,90
201040703005,电工电子技术Ⅱ,91
201040703005,毕业论文,87
201040703005,汇编语言程序设计,92
201040703005,数字逻辑,93
201040703005,计算机组成与结构,84
201040703005,数据结构,86
201040703005,数据库原理,83
201040703005,计算机操作系统原理,87
201040703005,编译原理,81
201040703005,软件工程,87
201040703005,数据库系统设计,86
201040703005,面向对象程序设计方法,84
201040703005,算法设计与分析,90
201040703005,离散数学Ⅱ,81
201040703005,高级程序设计语言,79
201040703005,数据结构课程设计,83
201040703005,软件设计方法,82
201040703005,MFC程序设计基础,72
201040703005,Java软件开发,86
201040703005,数据挖掘技术,88
201040703005,软件项目管理,82
201040703005,计算机科学导论,90
201040703005,设计模式,75
201040703005,Web开发基础,83
201040703005,计算机网络原理,100
201040703005,人工智能及应用,95
201040703005,数理逻辑,95
201040703005,计算机专业英语,89
201040703005,大学英语IA,75
201040703005,大学英语IB,66
201040703005,大学英语IC,81
201040703005,大学英语ID,72
201040703005,影视动画设计,89
201040703005,数码时代：影像和我,81
201040703005,零起点PHP专业Web网站设计与开发,82
201040703005,人体生理学,90
201040703005,国际知名品牌服饰鉴赏,90
201040703006,毛泽东思想和中国特色社会主义理论体系概论,82
201040703006,毛泽东思想和中国特色社会主义理论体系概论,75
201040703006,思想道德修养与法律基础,77
201040703006,中国近现代史纲要,70
201040703006,马克思主义基本原理,60
201040703006,马克思主义基本原理,56
201040703006,形势与政策,90
201040703006,篮球BⅠ（女）,82
201040703006,篮球BⅡ（女）,87
201040703006,田径、定向越野AⅠ（女）,88
201040703006,田径、定向越野AⅡ（女）,90
201040703006,高等数学ⅠA,76
201040703006,高等数学ⅠB,64
201040703006,工程数学I,66
201040703006,工程数学Ⅱ,87
201040703006,普通物理IA,65
201040703006,普通物理IB,70
201040703006,普通物理实验IIA,86
201040703006,普通物理实验IIB,86
201040703006,电工电子技术Ⅱ,72
201040703006,毕业论文,82
201040703006,汇编语言程序设计,86
201040703006,数字逻辑,88
201040703006,计算机组成与结构,81
201040703006,数据结构,93
201040703006,数据库原理,92
201040703006,计算机操作系统原理,88
201040703006,编译原理,93
201040703006,软件工程,86
201040703006,数据库系统设计,85
201040703006,面向对象程序设计方法,93
201040703006,算法设计与分析,90
201040703006,离散数学Ⅱ,90
201040703006,高级程序设计语言,88
201040703006,数据结构课程设计,84
201040703006,软件设计方法,84
201040703006,MFC程序设计基础,78
201040703006,Java软件开发,82
201040703006,数据挖掘技术,61
201040703006,软件项目管理,78
201040703006,计算机科学导论,89
201040703006,设计模式,80
201040703006,Web开发基础,85
201040703006,计算机网络原理,94
201040703006,人工智能及应用,83
201040703006,数理逻辑,85
201040703006,计算机专业英语,93
201040703006,大学英语IA,81
201040703006,大学英语IB,78
201040703006,大学英语IC,82
201040703006,大学英语ID,81
201040703006,Photoshop数码合成与欣赏,90
201040703006,海洋药用资源,83
201040703006,希腊神话与医学英语术语,85
201040703006,图像处理与分析导论,93
201040703006,数学鉴赏,85
201040703006,国学背诵,0
201040703006,计算机操作系统原理,90
201040703006,计算机组成与结构,88
201040703006,计算机网络原理,90
201040703006,数据结构,88
201040703007,毛泽东思想和中国特色社会主义理论体系概论,78
201040703007,毛泽东思想和中国特色社会主义理论体系概论,89
201040703007,思想道德修养与法律基础,87
201040703007,中国近现代史纲要,74
201040703007,马克思主义基本原理,80
201040703007,形势与政策,88
201040703007,篮球AⅠ（女）,80
201040703007,篮球AII（女）,88
201040703007,乒乓球BⅠ（女）,87
201040703007,乒乓球BⅡ（女）,94
201040703007,高等数学ⅠA,84
201040703007,高等数学ⅠB,81
201040703007,工程数学I,83
201040703007,工程数学Ⅱ,97
201040703007,普通物理IA,70
201040703007,普通物理IB,78
201040703007,普通物理实验IIA,87
201040703007,普通物理实验IIB,88
201040703007,电工电子技术Ⅱ,93
201040703007,毕业论文,93
201040703007,汇编语言程序设计,93
201040703007,数字逻辑,94
201040703007,计算机组成与结构,90
201040703007,数据结构,97
201040703007,数据库原理,95
201040703007,计算机操作系统原理,92
201040703007,编译原理,87
201040703007,软件工程,82
201040703007,数据库系统设计,93
201040703007,面向对象程序设计方法,96
201040703007,算法设计与分析,89
201040703007,离散数学Ⅱ,92
201040703007,高级程序设计语言,98
201040703007,数据结构课程设计,95
201040703007,软件设计方法,88
201040703007,MFC程序设计基础,75
201040703007,Java软件开发,88
201040703007,数据挖掘技术,80
201040703007,软件项目管理,81
201040703007,计算机科学导论,90
201040703007,设计模式,91
201040703007,Web开发基础,94
201040703007,计算机网络原理,93
201040703007,人工智能及应用,80
201040703007,数理逻辑,90
201040703007,计算机专业英语,86
201040703007,大学英语IA,81
201040703007,大学英语IB,76
201040703007,大学英语IC,64
201040703007,大学英语ID,81
201040703007,文秘管理与写作,80
201040703007,Visual C++程序设计,82
201040703007,国学背诵,80
201040703007,琴棋书画,80
201040703007,图像处理与分析导论,86
201040703007,经典研读,94
201040703007,计算机操作系统原理,98
201040703007,计算机组成与结构,87
201040703007,计算机网络原理,90
201040703007,数据结构,90
201040703008,毛泽东思想和中国特色社会主义理论体系概论,85
201040703008,毛泽东思想和中国特色社会主义理论体系概论,80
201040703008,思想道德修养与法律基础,86
201040703008,中国近现代史纲要,82
201040703008,马克思主义基本原理,18
201040703008,马克思主义基本原理,60
201040703008,形势与政策,88
201040703008,足球AⅠ（男）,68
201040703008,足球AⅡ（男）,78
201040703008,健身BⅠ（男）,80
201040703008,健身BⅡ（男）,80
201040703008,高等数学ⅠA,90
201040703008,高等数学ⅠB,76
201040703008,工程数学I,72
201040703008,工程数学Ⅱ,72
201040703008,普通物理IA,80
201040703008,普通物理IB,78
201040703008,普通物理实验IIA,86
201040703008,普通物理实验IIB,87
201040703008,电工电子技术Ⅱ,88
201040703008,毕业论文,86
201040703008,汇编语言程序设计,86
201040703008,数字逻辑,82
201040703008,计算机组成与结构,82
201040703008,数据结构,79
201040703008,数据库原理,95
201040703008,计算机操作系统原理,85
201040703008,编译原理,87
201040703008,软件工程,83
201040703008,数据库系统设计,84
201040703008,面向对象程序设计方法,80
201040703008,算法设计与分析,91
201040703008,离散数学Ⅱ,75
201040703008,高级程序设计语言,89
201040703008,数据结构课程设计,93
201040703008,软件设计方法,82
201040703008,MFC程序设计基础,71
201040703008,Java软件开发,90
201040703008,数据挖掘技术,81
201040703008,软件项目管理,80
201040703008,计算机科学导论,89
201040703008,设计模式,75
201040703008,Web开发基础,84
201040703008,计算机网络原理,92
201040703008,人工智能及应用,84
201040703008,数理逻辑,94
201040703008,计算机专业英语,87
201040703008,大学英语IA,77
201040703008,大学英语IB,81
201040703008,大学英语IC,70
201040703008,大学英语ID,77
201040703008,服饰美学,60
201040703008,网页设计,85
201040703008,Linux环境程序设计,75
201040703008,管理心理学,76
201040703008,英语语言文化比较,72
201040703009,毛泽东思想和中国特色社会主义理论体系概论,84
201040703009,毛泽东思想和中国特色社会主义理论体系概论,62
201040703009,思想道德修养与法律基础,79
201040703009,中国近现代史纲要,77
201040703009,马克思主义基本原理,63
201040703009,形势与政策,86
201040703009,健身BⅠ（男）,90
201040703009,健身BⅡ（男）,91
201040703009,武术散打AⅠ（男）,87
201040703009,武术散打AⅡ（男）,94
201040703009,高等数学ⅠA,76
201040703009,高等数学ⅠB,75
201040703009,工程数学I,72
201040703009,工程数学Ⅱ,77
201040703009,普通物理IA,72
201040703009,普通物理IB,70
201040703009,普通物理实验IIA,86
201040703009,普通物理实验IIB,88
201040703009,电工电子技术Ⅱ,88
201040703009,毕业论文,93
201040703009,汇编语言程序设计,93
201040703009,数字逻辑,86
201040703009,计算机组成与结构,88
201040703009,数据结构,94
201040703009,数据库原理,86
201040703009,计算机操作系统原理,90
201040703009,编译原理,81
201040703009,软件工程,77
201040703009,数据库系统设计,89
201040703009,面向对象程序设计方法,85
201040703009,算法设计与分析,87
201040703009,离散数学Ⅱ,81
201040703009,高级程序设计语言,88
201040703009,数据结构课程设计,74
201040703009,软件设计方法,83
201040703009,MFC程序设计基础,72
201040703009,Java软件开发,91
201040703009,数据挖掘技术,91
201040703009,软件项目管理,73
201040703009,计算机科学导论,88
201040703009,设计模式,75
201040703009,Web开发基础,67
201040703009,计算机网络原理,82
201040703009,人工智能及应用,93
201040703009,数理逻辑,69
201040703009,计算机专业英语,93
201040703009,大学英语IA,57
201040703009,大学英语IA,46
201040703009,大学英语IA,60
201040703009,大学英语IB,60
201040703009,大学英语IC,67
201040703009,大学英语ID,60
201040703009,网页设计,94
201040703009,《高雅与流行音乐试听》,85
201040703009,电子商务基础,81
201040703009,市场调查与市场预测,90
201040703009,机械创新设计,89
201040703010,毛泽东思想和中国特色社会主义理论体系概论,75
201040703010,毛泽东思想和中国特色社会主义理论体系概论,70
201040703010,思想道德修养与法律基础,86
201040703010,中国近现代史纲要,74
201040703010,马克思主义基本原理,60
201040703010,形势与政策,86
201040703010,篮球BⅠ（男）,68
201040703010,篮球BⅡ（男）,77
201040703010,武术散打AⅠ（男）,84
201040703010,武术散打AⅡ（男）,78
201040703010,高等数学ⅠA,62
201040703010,高等数学ⅠB,82
201040703010,工程数学I,67
201040703010,工程数学Ⅱ,77
201040703010,普通物理IA,51
201040703010,普通物理IA,60
201040703010,普通物理IB,63
201040703010,普通物理实验IIA,90
201040703010,普通物理实验IIB,86
201040703010,电工电子技术Ⅱ,78
201040703010,毕业论文,91
201040703010,汇编语言程序设计,74
201040703010,数字逻辑,78
201040703010,计算机组成与结构,77
201040703010,数据结构,72
201040703010,数据库原理,84
201040703010,计算机操作系统原理,69
201040703010,编译原理,73
201040703010,软件工程,65
201040703010,数据库系统设计,81
201040703010,面向对象程序设计方法,73
201040703010,算法设计与分析,84
201040703010,离散数学Ⅱ,81
201040703010,高级程序设计语言,91
201040703010,数据结构课程设计,74
201040703010,软件设计方法,62
201040703010,MFC程序设计基础,77
201040703010,Java软件开发,83
201040703010,数据挖掘技术,60
201040703010,软件项目管理,73
201040703010,计算机科学导论,83
201040703010,设计模式,70
201040703010,Web开发基础,86
201040703010,计算机网络原理,69
201040703010,人工智能及应用,76
201040703010,数理逻辑,76
201040703010,计算机专业英语,92
201040703010,大学英语IA,71
201040703010,大学英语IB,68
201040703010,大学英语IC,60
201040703010,大学英语IC,53
201040703010,大学英语IC,54
201040703010,大学英语ID,61
201040703010,Linux环境程序设计,94
201040703010,基础心理学,82
201040703010,马克思主义中国化的历史进程及其规律,90
201040703010,高雅与流行音乐试听,84
201040703010,市场调查与市场预测,0
201040703010,汽车及使用,85
201040703011,毛泽东思想和中国特色社会主义理论体系概论,78
201040703011,毛泽东思想和中国特色社会主义理论体系概论,77
201040703011,思想道德修养与法律基础,88
201040703011,中国近现代史纲要,70
201040703011,马克思主义基本原理,60
201040703011,形势与政策,91
201040703011,足球AⅠ（男）,80
201040703011,足球AⅡ（男）,85
201040703011,健身BⅠ（男）,90
201040703011,健身BⅡ（男）,92
201040703011,高等数学ⅠA,86
201040703011,高等数学ⅠB,73
201040703011,工程数学I,82
201040703011,工程数学Ⅱ,82
201040703011,普通物理IA,77
201040703011,普通物理IB,78
201040703011,普通物理实验IIA,86
201040703011,普通物理实验IIB,86
201040703011,电工电子技术Ⅱ,94
201040703011,毕业论文,92
201040703011,汇编语言程序设计,79
201040703011,数字逻辑,88
201040703011,计算机组成与结构,87
201040703011,数据结构,87
201040703011,数据库原理,94
201040703011,计算机操作系统原理,87
201040703011,编译原理,84
201040703011,软件工程,82
201040703011,数据库系统设计,91
201040703011,面向对象程序设计方法,93
201040703011,算法设计与分析,83
201040703011,离散数学Ⅱ,88
201040703011,高级程序设计语言,88
201040703011,数据结构课程设计,92
201040703011,软件设计方法,75
201040703011,MFC程序设计基础,70
201040703011,Java软件开发,94
201040703011,数据挖掘技术,68
201040703011,软件项目管理,71
201040703011,计算机科学导论,81
201040703011,设计模式,97
201040703011,Web开发基础,91
201040703011,计算机网络原理,97
201040703011,人工智能及应用,87
201040703011,数理逻辑,95
201040703011,计算机专业英语,84
201040703011,大学英语IA,75
201040703011,大学英语IB,68
201040703011,大学英语IC,73
201040703011,大学英语ID,71
201040703011,计算机组装与维护(东校区）,85
201040703011,大学生就业指导与职业生涯规划,87
201040703011,ASP动态网页程序设计,86
201040703011,Web技术,90
201040703011,《红楼梦》解读,66
201040703011,计算机操作系统原理,98
201040703011,计算机组成与结构,80
201040703011,计算机网络原理,90
201040703011,数据结构,91
201040703012,毛泽东思想和中国特色社会主义理论体系概论,75
201040703012,毛泽东思想和中国特色社会主义理论体系概论,71
201040703012,思想道德修养与法律基础,72
201040703012,中国近现代史纲要,84
201040703012,马克思主义基本原理,60
201040703012,马克思主义基本原理,55
201040703012,形势与政策,88
201040703012,健美操BⅠ（女）,87
201040703012,健美操BⅡ（女）,97
201040703012,篮球AⅠ（女）,66
201040703012,篮球AII（女）,90
201040703012,高等数学ⅠA,71
201040703012,高等数学ⅠB,78
201040703012,工程数学I,93
201040703012,工程数学Ⅱ,94
201040703012,普通物理IA,44
201040703012,普通物理IA,60
201040703012,普通物理IB,84
201040703012,普通物理实验IIA,93
201040703012,普通物理实验IIB,92
201040703012,电工电子技术Ⅱ,92
201040703012,毕业论文,80
201040703012,汇编语言程序设计,82
201040703012,数字逻辑,90
201040703012,计算机组成与结构,89
201040703012,数据结构,88
201040703012,数据库原理,92
201040703012,计算机操作系统原理,89
201040703012,编译原理,79
201040703012,软件工程,74
201040703012,数据库系统设计,80
201040703012,面向对象程序设计方法,92
201040703012,算法设计与分析,93
201040703012,离散数学Ⅱ,80
201040703012,高级程序设计语言,89
201040703012,数据结构课程设计,85
201040703012,软件设计方法,68
201040703012,MFC程序设计基础,75
201040703012,Java软件开发,85
201040703012,数据挖掘技术,60
201040703012,软件项目管理,78
201040703012,计算机科学导论,88
201040703012,设计模式,85
201040703012,Web开发基础,84
201040703012,计算机网络原理,86
201040703012,人工智能及应用,85
201040703012,数理逻辑,93
201040703012,计算机专业英语,92
201040703012,大学英语IA,69
201040703012,大学英语IB,66
201040703012,大学英语IC,70
201040703012,大学英语ID,68
201040703012,管理学,85
201040703012,c语言程序设计,84
201040703012,网页设计,85
201040703012,数据库技术,85
201040703012,C/C++程序设计基础,84
201040703012,计算机操作系统原理,90
201040703012,计算机组成与结构,87
201040703012,计算机网络原理,90
201040703012,数据结构,90
201040703013,毛泽东思想和中国特色社会主义理论体系概论,76
201040703013,毛泽东思想和中国特色社会主义理论体系概论,78
201040703013,思想道德修养与法律基础,85
201040703013,中国近现代史纲要,84
201040703013,马克思主义基本原理,88
201040703013,形势与政策,80
201040703013,篮球BⅠ（男）,87
